Total Business Value,Emp_ID,Age,Gender,City,Education_Level,Salary,Joining Designation,Designation,Quarterly Rating,Target
0,2239,46,0,19,0,94485,3,3,1,0
2201350,2240,33,1,24,1,85965,3,3,3,1
4430300,2241,36,1,24,0,50766,3,3,2,0
0,2242,35,1,22,1,70733,2,2,1,1
0,2245,33,0,10,2,81348,2,2,1,1
0,2246,28,0,11,2,43647,2,2,1,1
652150,2247,30,0,28,0,49336,1,1,1,1
0,2248,41,0,3,2,68830,2,2,1,1
0,2249,38,0,11,0,86246,3,3,1,1
583160,2250,26,1,18,0,41661,2,2,1,1
19422760,2251,39,1,6,2,83604,2,3,3,0
1512170,2252,37,0,12,0,101423,3,3,1,1
5901490,2253,40,1,2,0,57872,1,2,2,1
314880,2254,23,0,23,0,54580,1,1,1,0
36398090,2255,40,1,17,1,133489,3,4,3,0
3770920,2256,31,1,2,1,59644,2,2,2,1
18076460,2257,43,0,14,2,81933,2,2,4,0
13170380,2258,36,0,5,1,138520,3,3,4,0
13468220,2259,41,1,23,2,89192,1,3,2,0
0,2260,32,1,21,2,38919,2,2,1,0
0,2261,25,0,16,0,22132,1,1,1,0
2481260,2263,25,1,18,1,16216,1,1,1,1
3981020,2264,34,0,6,0,73561,2,4,1,1
0,2265,28,0,19,0,62243,3,3,1,1
2945540,2267,31,0,15,0,112722,1,4,1,1
15313810,2268,44,1,16,1,91207,2,3,1,0
0,2269,33,1,27,2,46043,3,3,1,1
232140,2270,34,0,28,2,78164,3,3,1,1
2669780,2271,38,1,11,1,55943,1,2,1,1
44861920,2272,46,0,24,0,96185,2,3,4,0
728680,2273,32,1,17,2,66742,3,3,1,1
116750,2274,34,0,16,2,21154,1,1,1,1
2433060,2276,33,1,21,2,54915,3,3,2,0
0,2277,29,0,17,0,83958,3,3,1,0
1080540,2278,34,0,15,1,18291,1,1,2,1
371110,2279,27,0,10,2,83632,2,2,2,0
0,2281,31,1,4,2,51261,2,2,1,1
375600,2282,31,0,24,2,67740,2,2,1,1
23264700,2283,37,1,10,1,59764,1,2,4,0
2526560,2284,31,1,3,1,49471,2,3,1,1
0,2285,39,0,20,1,40142,2,2,1,1
110000,2286,34,0,21,0,30851,2,2,1,1
2025190,2287,34,0,20,2,57624,2,2,1,1
202160,2288,31,1,12,1,40760,1,1,1,1
11611790,2289,47,0,11,1,51339,1,2,2,0
0,2290,32,0,28,2,57541,2,2,1,0
0,2291,30,0,11,0,62204,1,2,1,1
0,2292,30,1,6,1,12895,1,1,1,1
0,2294,24,0,0,1,25551,1,1,1,1
790560,2295,41,1,18,1,112934,3,3,1,1
600000,2296,25,1,2,1,14761,2,2,1,1
0,2298,27,1,6,2,77301,3,3,1,0
22993970,2299,42,0,24,1,129924,1,4,2,0
0,2300,34,0,25,1,80980,2,2,1,1
0,2302,36,1,5,0,21530,2,2,1,1
2938190,2303,35,1,0,0,103102,2,2,1,1
0,2304,28,1,6,2,34461,3,3,1,1
8472750,2306,31,0,19,0,40435,1,1,1,1
0,2307,25,0,21,1,76455,1,1,1,0
16350440,2308,47,1,13,1,49280,1,2,2,0
0,2309,36,0,28,1,60982,2,2,1,1
0,2310,31,1,25,2,23566,1,1,1,1
359540,2311,33,1,12,0,59587,2,2,1,0
0,2313,32,0,9,0,21780,1,1,1,1
52296540,2314,30,1,3,0,87351,2,4,2,0
0,2315,34,0,23,2,103060,3,3,1,1
8973880,2318,34,0,18,2,46851,2,2,4,0
106910,2319,38,1,26,2,37900,2,2,1,1
399460,2320,29,1,20,2,23334,1,1,1,1
0,2321,33,1,11,0,49659,1,1,1,1
1886720,2322,31,0,3,1,38223,3,3,3,0
0,2323,25,0,15,1,18770,1,1,1,1
0,2324,34,1,10,2,41798,1,1,1,1
3045080,2326,33,0,17,1,71384,3,3,1,1
1446390,2327,35,0,0,1,65040,1,1,1,1
302530,2329,33,0,1,1,35939,1,1,1,1
159480,2330,28,0,27,2,80818,2,2,1,1
0,2331,23,0,11,0,54235,2,2,1,0
600330,2332,24,0,23,1,33981,1,1,1,1
0,2333,41,1,26,1,59902,3,3,1,1
6320460,2334,30,0,27,0,35595,1,1,3,0
0,2335,32,1,12,0,67490,2,2,1,1
155200,2336,44,1,25,2,39054,1,1,1,1
0,2338,30,1,19,2,27774,2,2,1,1
0,2339,34,1,1,2,39612,2,2,1,1
116400,2340,33,1,20,2,56687,2,2,1,1
3700850,2342,33,0,28,0,47102,2,2,1,1
0,2343,25,0,11,2,89894,2,2,1,0
5565300,2344,34,1,7,1,113197,3,3,4,0
1026920,2345,25,1,19,2,131168,3,3,2,0
0,2346,36,1,25,1,71338,3,3,1,1
3627320,2347,37,1,6,0,54695,3,3,2,0
0,2348,24,0,17,2,45009,1,1,1,0
0,2350,38,1,9,2,23545,1,1,1,1
0,2351,31,1,24,2,31124,1,1,1,1
6959340,2354,32,1,9,1,92847,2,3,1,1
1916140,2355,32,0,22,1,63315,2,2,3,1
600000,2356,40,1,20,0,59097,2,2,1,1
1824010,2357,34,0,23,0,24378,1,1,1,0
2319860,2358,40,1,23,1,33901,1,1,1,1
0,2360,24,0,6,0,93751,3,3,1,0
0,2361,34,0,22,1,29642,1,1,1,1
4068840,2362,43,0,18,1,56666,2,3,1,1
0,2363,32,0,4,2,43282,2,2,1,1
0,2364,38,1,2,2,131567,3,3,1,1
59380670,2365,43,0,4,1,99669,1,4,2,0
444720,2366,31,0,28,1,55276,2,2,1,1
1995640,2367,49,0,17,1,56150,1,2,1,1
0,2368,27,1,17,2,46397,2,2,1,1
2051240,2369,31,1,5,1,14113,1,1,1,1
0,2370,30,1,19,2,87710,3,3,1,1
13233930,2371,43,0,21,0,35133,1,2,1,1
172480,2372,35,1,16,2,67219,3,3,1,1
1103230,2373,33,0,12,0,54214,2,2,1,1
0,2375,41,1,22,0,15189,1,1,1,1
328190,2377,34,0,26,2,21346,1,1,1,1
0,2378,30,0,5,0,83916,3,3,1,0
4817790,2379,28,1,6,2,55546,3,3,1,1
3630130,2380,27,0,25,0,136960,1,5,1,1
28596320,2381,48,1,10,0,77114,1,2,2,0
15539040,2382,41,0,1,2,77785,4,4,2,0
817680,2384,36,0,17,2,43764,1,1,1,1
1627260,2385,40,0,8,2,57225,2,2,1,1
5303160,2386,27,1,13,1,48747,1,1,3,0
613790,2387,32,1,18,0,65298,1,2,1,1
1039460,2388,28,0,28,1,14820,1,1,1,1
18608140,2390,46,1,20,1,51383,1,2,1,0
3313060,2391,29,1,18,1,40366,2,2,2,1
0,2392,32,0,21,2,43411,1,1,1,1
0,2393,30,0,19,1,87010,3,3,1,1
5873580,2394,43,1,16,2,76562,2,3,2,1
0,2395,36,1,12,0,79652,2,2,1,0
0,2396,34,1,18,2,53750,2,2,1,1
0,2397,38,0,27,1,47818,2,2,1,1
14703740,2398,38,1,1,2,94809,2,4,2,0
11742390,2399,29,0,15,2,67326,1,1,3,0
2354140,2400,35,1,9,2,53643,1,1,1,1
939200,2402,29,1,19,2,29150,3,3,1,1
6301900,2403,35,1,17,1,63888,2,2,3,1
1368970,2404,26,1,8,0,23711,1,1,1,1
0,2405,36,1,26,2,167758,5,5,1,1
232820,2406,33,0,9,1,31097,1,1,1,1
30668490,2407,37,0,27,2,74945,1,2,4,0
22212220,2408,42,1,23,1,132505,1,4,1,1
1877880,2409,27,1,12,1,16676,1,1,1,1
0,2410,38,1,12,1,113256,4,4,1,1
0,2411,34,0,17,2,63321,2,2,1,0
-134880,2412,35,0,5,0,77848,3,3,1,1
12342600,2413,44,0,25,2,109652,1,3,1,1
0,2414,31,1,6,0,17648,1,1,1,1
650870,2415,39,1,1,0,112317,3,3,1,1
2814660,2416,33,1,16,2,62380,2,2,1,1
2423110,2417,26,1,20,2,73899,2,2,1,0
0,2418,35,0,3,0,77613,3,3,1,0
100950,2419,25,0,9,2,27993,1,1,1,1
48017720,2420,31,1,24,2,169549,2,5,1,0
1624320,2421,38,1,20,0,58275,1,1,1,1
37052330,2422,48,1,23,0,111507,2,4,3,0
1160900,2423,36,0,9,1,54059,3,3,2,0
393110,2424,32,1,25,1,68525,3,3,1,0
0,2425,30,1,13,0,28890,3,3,1,1
1147570,2426,34,0,17,2,82309,2,2,2,0
0,2427,33,0,6,2,40281,2,2,1,1
0,2428,36,1,8,2,39195,1,1,1,0
0,2429,27,1,13,1,12064,1,1,1,1
200000,2430,27,1,19,1,58259,2,2,1,1
0,2431,37,0,8,1,46832,1,1,1,1
5951770,2432,53,0,0,0,56188,1,3,2,1
0,2433,30,1,21,2,37214,1,1,1,1
0,2435,29,0,4,1,13222,1,1,1,1
2077720,2436,33,1,23,2,100560,3,3,1,1
500000,2438,31,0,9,0,24429,1,1,2,1
0,2439,28,1,7,2,36373,2,2,1,0
834440,2440,35,1,28,2,51769,2,2,2,0
0,2441,33,0,24,2,51617,2,2,1,1
3232040,2442,37,1,21,2,63424,3,3,1,1
1857200,2443,26,1,17,1,44169,1,2,1,1
8545060,2445,37,1,13,0,90492,3,3,1,1
6078150,2446,30,0,21,1,59110,2,2,4,0
0,2447,23,1,1,2,71138,2,2,1,1
1835260,2448,33,1,9,0,90734,3,3,2,1
2921500,2449,37,0,14,1,18024,2,2,2,0
0,2450,29,0,23,0,17481,1,1,1,1
6774730,2451,24,1,13,1,23511,1,1,1,1
8087990,2453,40,0,3,0,92031,3,3,2,0
18059400,2454,40,1,28,2,37664,1,1,4,0
22037490,2455,25,1,20,0,99691,1,4,1,1
2375570,2457,42,1,16,1,58577,2,2,2,1
990700,2458,38,1,13,0,33343,1,1,1,1
269890,2459,32,0,28,2,85831,2,2,1,1
150000,2460,26,0,3,2,36191,1,1,1,1
0,2461,30,1,11,1,42551,2,2,1,1
3763050,2464,30,1,6,2,52371,1,1,3,0
0,2465,34,1,12,1,19183,2,2,1,1
0,2467,29,0,0,1,63182,3,3,1,1
2213880,2468,33,1,5,0,99858,2,2,1,1
0,2469,31,0,16,2,45365,3,3,1,0
12943640,2470,32,1,19,0,55723,1,1,1,1
0,2471,27,1,16,1,55344,2,2,1,1
235880,2472,34,1,17,2,36682,1,1,1,1
6222350,2473,40,0,25,0,30967,1,1,2,0
0,2474,34,1,1,0,44188,1,1,1,1
7052730,2475,35,1,3,2,99515,3,3,3,1
250000,2476,34,1,10,0,89269,3,3,1,1
4531680,2478,26,0,11,2,68294,1,1,1,1
9802190,2480,29,0,16,1,18538,1,1,2,0
2470920,2481,46,0,11,2,44041,1,1,2,1
0,2482,36,1,7,1,47251,3,3,1,1
6270140,2483,37,1,23,2,65277,2,2,3,0
502040,2484,36,1,11,0,58626,3,3,2,1
2959320,2485,41,1,4,2,51616,1,1,1,1
11532320,2486,36,0,25,2,74360,2,2,1,1
33738740,2487,37,0,21,2,142543,1,4,2,0
17386610,2488,28,1,5,1,65958,1,2,4,1
2424000,2489,36,0,15,0,40775,1,1,1,1
2172260,2490,25,0,17,0,29052,1,1,1,1
291000,2491,25,1,12,2,62242,2,2,1,1
15457560,2492,36,0,20,2,59644,1,2,3,1
12708940,2493,51,0,10,2,40013,1,2,1,1
17784050,2494,47,1,19,1,48747,1,1,3,0
4542520,2495,33,0,22,1,25228,1,1,1,1
4925520,2496,24,1,20,2,38169,1,1,1,0
1697840,2497,39,0,23,1,52092,3,3,2,0
2241890,2498,30,1,14,1,15052,1,1,2,0
0,2499,27,1,8,0,75458,2,2,1,1
0,2500,32,1,27,0,66536,3,3,1,0
1250290,2501,31,0,26,1,30212,1,1,2,1
0,2502,31,0,12,1,91020,3,3,1,1
0,2503,35,0,4,1,71761,3,3,1,1
0,2504,32,0,12,2,70395,3,3,1,1
23959960,2505,42,1,3,0,47809,1,1,3,0
899440,2506,33,1,6,0,18173,1,1,1,1
0,2507,26,1,15,2,59536,1,1,1,1
2547580,2508,37,1,2,2,64254,1,2,1,1
1525520,2509,38,0,20,0,118773,3,3,1,1
7044890,2510,41,1,0,2,130752,2,4,1,1
2636210,2511,23,0,25,0,43876,1,1,4,0
7644960,2513,28,1,1,1,125576,1,3,2,1
292470,2514,31,1,7,2,33169,2,2,1,1
0,2515,40,1,24,2,37667,2,2,1,0
1052540,2516,46,1,6,2,115152,4,4,1,1
33139380,2517,33,0,18,0,83236,2,4,2,0
1308180,2518,38,0,4,0,67049,1,3,1,1
3042000,2520,31,1,9,1,34556,2,2,1,1
0,2521,26,1,16,1,30558,1,1,1,0
95331060,2522,36,0,4,0,90057,2,5,4,0
1875360,2525,23,0,7,1,18224,1,1,1,1
1450030,2527,25,1,24,1,16206,1,1,1,1
812710,2528,45,0,16,0,37521,2,2,1,1
751070,2529,41,1,19,1,31816,1,1,1,1
13977500,2530,29,0,21,0,137450,3,4,2,1
1892760,2532,39,1,12,2,90090,2,2,2,1
7442600,2533,33,1,24,1,45993,1,1,3,0
393770,2535,32,1,15,0,47678,1,1,1,1
101840,2536,39,0,4,2,38706,2,2,1,1
412310,2537,36,0,12,1,75344,2,2,1,0
0,2538,37,1,19,1,96562,3,3,1,0
1444590,2539,30,0,6,1,37039,2,2,1,1
458200,2540,34,1,10,1,14776,1,1,1,1
34703880,2541,32,0,19,1,68356,1,4,2,0
33882080,2543,29,1,12,1,59662,1,3,4,0
0,2544,32,1,14,1,67667,2,2,1,1
10878820,2545,45,1,14,1,44884,1,2,1,1
22155600,2546,36,1,1,2,70774,2,2,4,0
8981930,2547,38,1,10,1,77399,1,2,1,0
0,2549,31,0,8,1,34569,2,2,1,1
0,2550,35,1,5,0,78009,3,3,1,0
11509380,2551,41,1,15,0,58799,1,1,2,0
11155940,2552,35,0,16,0,45414,1,1,4,0
231840,2553,33,0,18,0,54019,3,3,1,1
1371720,2554,38,1,5,1,23166,1,1,3,1
33054410,2555,39,0,4,1,116077,2,4,3,1
900000,2556,25,1,26,2,64168,2,2,1,1
5818480,2558,37,1,10,0,29962,1,1,1,1
0,2559,46,1,17,2,96053,3,3,1,1
3805340,2560,30,1,14,2,47301,1,2,1,1
27474930,2561,43,0,16,2,81854,1,3,4,0
1090260,2562,32,1,14,1,128520,3,3,1,1
7291330,2563,39,1,12,1,53880,1,1,1,1
1476940,2565,29,1,6,1,83215,3,3,2,0
903300,2566,24,1,9,0,64399,2,2,2,0
43275060,2567,49,0,28,2,135231,1,4,2,0
20222360,2568,32,1,20,1,83298,2,4,2,0
1420720,2569,27,0,1,2,56766,2,2,1,0
0,2570,23,1,28,2,26766,1,1,1,1
0,2571,34,1,19,0,71878,3,3,1,0
6265580,2572,46,0,24,1,65990,1,2,1,1
166320,2573,38,0,18,1,52321,1,1,1,1
0,2574,23,1,27,1,42059,1,1,1,1
242500,2575,25,1,6,1,37888,1,1,1,1
17286750,2576,30,1,17,0,80907,2,2,2,0
0,2577,28,1,4,0,50141,2,2,1,1
151720,2578,25,0,22,2,37046,1,1,1,1
4266380,2579,46,1,15,0,50326,2,2,1,1
2276750,2581,42,0,21,0,29462,1,1,1,1
10913820,2582,46,1,7,1,18799,1,1,1,1
0,2585,26,1,23,1,24676,2,2,1,1
1184840,2586,31,0,23,0,20983,1,1,1,1
1730630,2587,35,1,26,2,53902,2,2,3,0
0,2588,31,0,20,0,18469,1,1,1,1
2017900,2589,34,0,15,2,52222,1,1,1,1
0,2590,28,1,2,1,53554,2,2,1,1
250000,2592,36,1,12,2,21364,1,1,1,1
15672850,2593,35,1,22,1,76805,1,3,1,1
22976810,2594,34,1,13,0,131568,1,4,2,0
5356780,2595,36,0,9,1,111600,2,4,2,1
10073920,2596,33,1,12,2,69003,3,3,2,1
13985380,2597,35,0,22,2,85254,1,2,3,0
0,2598,36,0,12,2,102822,3,3,1,1
2736060,2599,26,1,26,0,33058,1,1,2,1
3780770,2600,42,0,5,1,26460,2,2,1,1
0,2601,37,1,23,1,17566,1,1,1,1
1308570,2602,25,1,16,1,15482,1,1,1,1
0,2603,37,0,24,2,50158,2,2,1,1
895750,2604,39,0,11,2,110829,2,3,1,1
0,2605,41,1,27,0,99300,3,3,1,1
237580,2606,24,1,27,1,21993,1,1,1,1
953760,2607,40,1,8,0,21636,1,1,1,1
143040,2608,32,1,7,1,79797,1,1,1,1
0,2609,23,0,6,2,46604,1,1,1,1
1109460,2610,36,0,23,2,75224,3,3,1,0
2607050,2611,39,1,21,0,44154,1,1,2,0
0,2612,41,1,4,0,56478,3,3,1,1
0,2613,30,0,24,1,63004,3,3,1,1
269240,2614,31,1,6,2,81792,2,2,1,1
42883990,2615,31,1,21,2,98935,1,4,3,0
2264270,2616,28,1,7,0,53320,1,1,1,1
23114450,2617,39,0,17,1,104128,2,4,2,0
1092560,2618,28,0,12,2,57164,2,2,1,1
0,2620,35,0,12,0,38829,2,2,1,1
4553290,2623,42,0,28,0,68473,2,2,1,1
7008490,2624,33,0,3,0,87954,2,3,4,1
22738660,2625,39,1,25,1,53377,1,3,3,0
2511830,2626,27,1,11,0,30083,1,1,1,1
0,2627,34,0,26,1,104058,3,3,1,0
167020,2628,28,1,24,2,28949,1,1,1,1
0,2629,25,0,13,1,14034,1,1,1,1
11868520,2630,39,1,18,2,56808,1,2,1,1
0,2631,30,1,0,1,67162,2,2,1,0
8490390,2632,26,1,26,2,62716,2,2,1,1
6655210,2633,32,0,9,2,126357,3,3,3,0
0,2634,25,1,2,1,65507,2,2,1,1
0,2635,35,1,12,1,66890,2,2,1,0
1464860,2637,41,1,6,1,19724,1,1,1,1
21260010,2639,30,0,3,1,92763,3,3,4,0
0,2640,32,0,21,0,80788,2,2,1,0
0,2641,36,0,8,0,24985,1,1,1,1
4235570,2642,30,1,27,1,19447,1,1,1,1
0,2643,28,1,24,1,17044,2,2,1,1
2416390,2644,44,1,27,1,62354,1,2,2,1
553250,2645,32,0,18,0,69599,3,3,1,0
332040,2646,31,1,22,2,104157,3,3,1,0
0,2647,36,1,3,1,55601,2,2,1,1
8966620,2648,47,1,24,0,38047,1,1,1,1
8924290,2649,40,1,26,2,69098,2,2,1,1
4744440,2650,48,1,14,1,38788,1,1,3,1
4816290,2651,34,1,2,2,62292,2,2,1,1
0,2653,32,0,6,1,40216,2,2,1,1
289760,2654,30,1,10,1,65092,3,3,1,0
325210,2655,35,1,1,2,23955,1,1,1,1
0,2656,34,0,25,0,77739,2,2,1,1
0,2659,34,0,25,1,23641,2,2,1,1
22183450,2660,29,1,4,2,48747,1,3,2,0
9869790,2661,34,0,22,0,68037,1,2,1,1
0,2663,31,1,26,0,26716,1,1,1,1
903730,2664,37,0,14,0,21909,2,2,2,0
0,2665,36,0,8,2,22719,1,1,1,1
0,2666,28,1,25,0,69153,2,2,1,1
9437800,2667,41,1,0,0,103568,2,4,1,1
30121900,2668,35,1,7,1,112112,2,4,1,0
11417820,2670,33,0,16,0,38326,1,1,3,0
0,2671,35,0,16,0,114637,3,3,1,1
1162140,2672,37,0,9,2,56621,3,3,2,0
552950,2674,29,0,2,0,64610,1,2,1,1
2357400,2675,29,1,26,0,68500,2,2,3,1
0,2676,34,1,4,2,40608,1,1,1,1
74800,2677,25,1,13,0,42400,1,1,1,1
151150,2678,37,0,0,0,51668,3,3,1,0
202770,2680,28,1,28,0,61670,2,2,1,1
5117750,2682,43,1,25,1,102345,4,4,1,1
1418630,2683,48,0,25,0,81055,1,1,1,1
11666740,2684,37,1,13,0,25186,1,1,3,0
710000,2685,41,0,0,0,101984,4,4,1,0
1518990,2686,26,1,19,2,80394,3,3,2,0
2255560,2687,25,1,17,2,43753,1,2,1,1
29475240,2690,26,1,2,2,85428,1,3,4,0
2805970,2691,31,0,7,1,21445,3,3,2,1
2318270,2692,30,1,21,0,65156,2,2,1,1
2204570,2693,25,1,26,1,58571,1,1,1,1
995920,2694,38,0,12,2,69776,2,2,1,1
0,2695,35,1,6,1,77535,3,3,1,1
2657330,2696,37,0,15,0,99907,2,4,1,1
0,2697,29,1,12,1,52912,1,1,1,1
0,2698,26,1,13,0,58892,2,2,1,1
15075460,2699,39,1,21,1,92672,4,4,4,0
204330,2700,33,1,17,1,50306,2,2,1,1
0,2701,25,1,5,0,64281,1,1,1,1
0,2702,34,1,12,1,55845,3,3,1,1
432800,2703,38,1,7,1,27572,2,2,1,1
0,2704,33,1,3,0,29442,2,2,1,1
2031660,2705,36,1,16,0,59816,3,3,2,0
8598920,2706,38,1,7,1,76463,3,3,1,1
0,2707,25,1,16,1,12860,2,2,1,1
5516270,2708,26,0,22,2,37784,1,1,3,0
0,2709,31,0,8,2,37940,2,2,1,1
0,2710,38,1,24,0,59562,1,1,1,1
0,2711,38,0,8,1,39404,3,3,1,1
390500,2712,31,0,26,1,100722,4,4,1,1
300000,2713,32,0,28,2,23582,2,2,1,1
21645050,2714,41,1,22,1,83969,2,3,4,0
2646250,2715,30,0,20,1,56807,3,3,2,0
4168880,2716,32,0,21,0,38744,1,1,2,1
458250,2718,35,0,12,2,61569,1,1,1,1
1811510,2719,30,1,26,0,27634,1,1,1,1
453060,2720,43,0,25,1,14375,1,1,1,1
2726900,2721,39,1,26,1,50168,2,2,1,1
450180,2722,34,1,9,1,77778,2,2,1,0
0,2723,43,0,0,2,47303,1,1,1,1
1646410,2724,38,0,19,2,37944,1,1,1,1
19356940,2725,35,1,6,0,73538,2,3,3,0
394000,2726,25,1,20,2,45675,1,1,1,1
14852170,2727,32,0,23,2,36085,2,3,2,0
5302040,2728,27,0,10,2,28318,1,1,3,0
18503930,2729,35,1,1,1,107274,4,4,1,0
12580670,2730,32,0,7,2,69924,2,2,2,0
8353280,2731,44,0,14,2,27828,1,2,1,1
6703630,2732,33,0,3,1,53480,1,3,1,1
0,2733,29,1,1,2,56659,2,2,1,1
0,2734,38,0,1,0,49165,1,1,1,1
350210,2735,32,1,7,0,19037,1,1,1,1
0,2736,27,0,15,2,68957,1,1,1,1
0,2737,27,0,27,0,41730,1,1,1,1
5945900,2738,24,1,8,1,23068,1,1,1,1
0,2739,34,1,28,0,32108,2,2,1,1
20843460,2740,47,1,14,2,35598,1,2,4,0
1834440,2742,29,1,0,0,22217,1,1,1,1
116940,2744,42,0,6,1,128906,5,5,1,1
0,2745,33,1,18,0,46734,3,3,1,1
0,2746,32,0,27,1,36284,2,2,1,1
0,2747,38,0,5,1,50048,1,1,1,1
0,2749,27,1,20,0,66132,1,1,1,1
3140390,2751,32,1,8,2,53115,1,1,1,1
1038200,2752,29,1,12,0,66945,2,2,2,0
61583040,2753,40,0,2,0,144726,1,5,2,0
5735920,2754,30,1,25,2,62462,1,1,2,0
0,2755,36,1,2,0,78445,3,3,1,1
1354530,2757,37,1,16,2,56848,2,2,1,1
590220,2758,33,1,18,0,69141,2,2,1,1
5018600,2759,29,1,8,0,82260,2,2,1,1
0,2760,31,0,12,1,51471,3,3,1,1
3021440,2761,29,1,12,2,131805,3,3,3,0
4063950,2762,40,1,0,0,52682,2,2,1,1
3356980,2763,38,0,24,1,76756,3,3,2,0
309180,2764,30,0,17,1,42199,2,2,1,0
0,2765,26,1,9,0,38809,1,1,1,1
25164110,2766,37,0,13,0,53793,2,3,1,1
2565930,2768,30,0,0,2,80138,1,2,1,1
0,2770,32,1,18,1,49295,3,3,1,0
19597020,2771,41,1,3,1,91456,2,4,1,0
1784850,2772,23,0,18,1,51670,1,2,1,1
563400,2773,36,1,10,1,35607,1,1,1,1
4284010,2774,41,1,6,0,42313,1,1,1,1
0,2775,27,1,28,1,85112,3,3,1,0
0,2776,27,0,19,0,54397,2,2,1,1
0,2778,35,1,4,2,50180,2,2,1,0
0,2779,28,1,18,1,95133,3,3,1,1
8633370,2781,25,1,15,2,46952,2,2,4,0
0,2782,26,1,10,0,29582,1,1,1,1
21748820,2784,34,1,16,1,82815,2,3,4,0
0,2785,34,0,28,1,12105,1,1,1,1
2815090,2786,45,1,10,1,35370,2,2,1,1
977830,2787,28,0,12,2,69498,1,1,1,1
2298240,2788,30,1,19,2,70254,2,2,2,0
